queueRank,status,submitted,company,role,fitTier,companyType,jobDomain,domainResume,location,applicationUrl,folder,resumePath,trackerNote
53,closed,,Pylon,New Grad 2025: Software Engineer,high,Startup / venture-backed company,Backend / full-stack software,backend,"Menlo Park, CA",https://jobs.ashbyhq.com/pylon/6f714dd0-e472-4e70-a749-80493cd29420?utm_source=vansh,ng_applications/0053__Pylon__New_Grad_2025_Software_Engineer,ng_applications/0053__Pylon__New_Grad_2025_Software_Engineer/Yuanbo_Pang_Resume.pdf,Chrome/CUA Ashby page shows: Job not found. The job you requested was not found.
54,submitted,2026-06-06T22:04:53.722Z,Quadric,Data Scientist New Grad - Model Optimization,high,Startup / venture-backed company,AI/ML / applied AI,ai_ml,"Burlingame, CA",https://apply.workable.com/quadric-dot-i-o-inc/j/5A15DE8CCE/apply?utm_source=Simplify&ref=Simplify,ng_applications/0054__Quadric__Data_Scientist_New_Grad_-_Model_Optimization,ng_applications/0054__Quadric__Data_Scientist_New_Grad_-_Model_Optimization/Yuanbo_Pang_Resume.pdf,Submitted in Chrome/CUA. Confirmation: Thank you! Your application has been submitted successfully. Answers: employer sponsorship no; text consent no.
55,closed,,Quora,New Grad: Machine Learning Engineer,high,Startup / venture-backed company,AI/ML / applied AI,ai_ml,Remote,https://jobs.ashbyhq.com/quora/e8acc816-a9af-445d-8135-47599ac9be0f?utm_source=vansh,ng_applications/0055__Quora__New_Grad_Machine_Learning_Engineer,ng_applications/0055__Quora__New_Grad_Machine_Learning_Engineer/Yuanbo_Pang_Resume.pdf,Chrome/CUA Ashby page shows: Job not found. The job you requested was not found.
56,not_fit,,Realm,Software Engineer - New Grad,high,Startup / venture-backed company,Backend / full-stack software,backend,Remote,https://jobs.ashbyhq.com/realmalliance/56d8b433-31ad-43a2-997e-b8538f5f2c9f,ng_applications/0056__Realm__Software_Engineer_-_New_Grad,ng_applications/0056__Realm__Software_Engineer_-_New_Grad/Yuanbo_Pang_Resume.pdf,"Chrome/CUA verified live Ashby posting; must-have qualification says US citizen or permanent resident based in the US. Current status is F-1 OPT/STEM OPT, not yet green card/citizen, so not eligible."
57,not_fit,,Realm,Software Engineer - New Grad 🇺🇸,high,Startup / venture-backed company,Backend / full-stack software,backend,Remote in US,https://jobs.ashbyhq.com/realmalliance/56d8b433-31ad-43a2-997e-b8538f5f2c9f?utm_source=Simplify&ref=Simplify,ng_applications/0057__Realm__Software_Engineer_-_New_Grad,ng_applications/0057__Realm__Software_Engineer_-_New_Grad/Yuanbo_Pang_Resume.pdf,Same Realm Ashby posting as rank 56; not eligible because posting requires US citizen or permanent resident.
58,closed,,Scale,New Grad: Software Engineer,high,Startup / venture-backed company,Backend / full-stack software,backend,"San Francisco, CA",https://job-boards.greenhouse.io/scaleai/jobs/4605996005?utm_source=vansh,ng_applications/0058__Scale__New_Grad_Software_Engineer,ng_applications/0058__Scale__New_Grad_Software_Engineer/Yuanbo_Pang_Resume.pdf,Chrome/CUA Greenhouse page shows: The job you are looking for is no longer open.
59,needs_captcha,,Secureframe,New Grad Software Engineer - Product,high,Startup / venture-backed company,Backend / full-stack software,backend,"New York, NY",https://jobs.lever.co/secureframe/5138ce50-65dc-4818-8940-a78b3d0bbd4f/apply,ng_applications/0059__Secureframe__New_Grad_Software_Engineer_-_Product,ng_applications/0059__Secureframe__New_Grad_Software_Engineer_-_Product/Yuanbo_Pang_Resume.pdf,"Chrome/CUA Lever form opened and basics were being filled, but hCaptcha image challenge appeared before submission/upload completion; not submitted."
60,submitted,2026-06-06T22:14:06.008Z,SentiLink,Data Scientist – New Grad,high,Startup / venture-backed company,AI/ML / applied AI,ai_ml,Remote in USA,https://jobs.ashbyhq.com/sentilink/3cb2885e-7a58-4a14-94d5-b7b851053408/application?utm_source=Simplify&ref=Simplify,ng_applications/0060__SentiLink__Data_Scientist_New_Grad,ng_applications/0060__SentiLink__Data_Scientist_New_Grad/Yuanbo_Pang_Resume.pdf,Submitted in Chrome/CUA. Confirmation: Your application was successfully submitted. Answers: text consent no; work authorization yes (OPT included); live in US by start yes; location San Jose CA; location preferences Remote U.S./San Francisco/flexible; Python proficiency high; Python usage daily; Python coding interview confidence high; education Bachelors; EEOC/veteran declined.
61,closed,,Sentry,New Grad 2025: Software Engineer,high,Startup / venture-backed company,Backend / full-stack software,backend,"San Francisco, CA",https://jobs.ashbyhq.com/sentry/90fb5dd4-410d-4672-9f40-3f11ea01c75d?utm_source=vansh,ng_applications/0061__Sentry__New_Grad_2025_Software_Engineer,ng_applications/0061__Sentry__New_Grad_2025_Software_Engineer/Yuanbo_Pang_Resume.pdf,Chrome/CUA opened Ashby URL; page text: Job not found. The job you requested was not found.
62,closed,,Sierra,"New Grad: Software Engineer, Agent",high,Startup / venture-backed company,AI/ML / applied AI,ai_ml,"New York, NY",https://jobs.ashbyhq.com/Sierra/ce2ae656-714c-4a6c-a020-fe418f868075?utm_source=vansh,ng_applications/0062__Sierra__New_Grad_Software_Engineer_Agent,ng_applications/0062__Sierra__New_Grad_Software_Engineer_Agent/Yuanbo_Pang_Resume.pdf,Chrome/CUA opened Ashby URL; page text: Job not found. The job you requested was not found.
63,closed,,Sierra,"New Grad: Software Engineer, Agent",high,Startup / venture-backed company,AI/ML / applied AI,ai_ml,"San Francisco, CA",https://jobs.ashbyhq.com/Sierra/6a75b530-b7bb-4439-bb67-37b4f2b75b96?utm_source=vansh,ng_applications/0063__Sierra__New_Grad_Software_Engineer_Agent,ng_applications/0063__Sierra__New_Grad_Software_Engineer_Agent/Yuanbo_Pang_Resume.pdf,Chrome/CUA opened Ashby URL; page text: Job not found. The job you requested was not found.
64,submitted,2026-06-07T00:21:11.404Z,Sigma Computing,Software Engineer - New Grad Program,high,Startup / venture-backed company,Backend / full-stack software,backend,"San Francisco, CA and New York City, NY",https://job-boards.greenhouse.io/sigmacomputing/jobs/7690411003,ng_applications/0064__Sigma_Computing__Software_Engineer_-_New_Grad_Program,ng_applications/0064__Sigma_Computing__Software_Engineer_-_New_Grad_Program/Yuanbo_Pang_Resume.pdf,"Submitted Sigma Computing Software Engineer (New Grad Program) via Greenhouse. Used clean resume; location San Jose, CA; school UC Berkeley; degree Bachelor's; pronouns He/Him; onsite SF; willing to relocate Yes; current company BAIR; H-1B sponsorship No; visa F-1 OPT; EEO Male/Not Hispanic/Asian/not protected veteran/no disability. Greenhouse email verification completed; confirmation page reached."
65,submitted,2026-06-07T00:20:52.542Z,Sigma Computing,Software Engineer New Grad,high,Startup / venture-backed company,Backend / full-stack software,backend,SF NYC,https://job-boards.greenhouse.io/sigmacomputing/jobs/7690411003?utm_source=Simplify&ref=Simplify,ng_applications/0065__Sigma_Computing__Software_Engineer_New_Grad,ng_applications/0065__Sigma_Computing__Software_Engineer_New_Grad/Yuanbo_Pang_Resume.pdf,Duplicate of Sigma Computing Greenhouse posting rank 64 (same job id 7690411003); rank 64 submitted successfully and confirmation reached.
66,not_fit,,Silver,Ramp - Early Career Software Engineer,high,Startup / venture-backed company,Backend / full-stack software,backend,Remote,https://jobs.ashbyhq.com/silver/0c7fc4c6-4870-4258-8b27-e0c7d32ce7f8,ng_applications/0066__Silver__Ramp_-_Early_Career_Software_Engineer,ng_applications/0066__Silver__Ramp_-_Early_Career_Software_Engineer/Yuanbo_Pang_Resume.pdf,"Verified live Ashby page. Role location is Remote; Argentina and application requires answering whether physically located in Argentina. Applicant is US-based, so skipped as location not fit."
67,closed,,StarSling (X25),New Grad: Full-Stack Software Engineer 🇺🇸,high,Startup / venture-backed company,Backend / full-stack software,backend,"5 locations San Francisco, CA San Mateo, CA Palo Alto, CA Menlo Park, CA Redwood City, CA",https://www.workatastartup.com/jobs/83356?utm_source=vansh,ng_applications/0067__StarSling_X25__New_Grad_Full-Stack_Software_Engineer,ng_applications/0067__StarSling_X25__New_Grad_Full-Stack_Software_Engineer/Yuanbo_Pang_Resume.pdf,"Verified WorkAtAStartup URL; page returns Y Combinator File Not Found, so posting is no longer accessible."
68,closed,,Suno,"Software Engineer, Early Career",high,Startup / venture-backed company,Backend / full-stack software,backend,"Boston, MA New York, NY",https://jobs.ashbyhq.com/suno/991c9785-9bd5-499a-98aa-146e8c947752?utm_source=vansh,ng_applications/0068__Suno__Software_Engineer_Early_Career,ng_applications/0068__Suno__Software_Engineer_Early_Career/Yuanbo_Pang_Resume.pdf,Verified Ashby URL; page shows Job not found.
69,needs_captcha,,Uare.ai,Software Engineer – Early Career,high,Startup / venture-backed company,AI/ML / applied AI,ai_ml,"Mountain View, CA",https://job-boards.greenhouse.io/uareai/jobs/4036519009?utm_source=Simplify&ref=Simplify,ng_applications/0069__Uare.ai__Software_Engineer_Early_Career,ng_applications/0069__Uare.ai__Software_Engineer_Early_Career/Yuanbo_Pang_Resume.pdf,"Form verified live and filled on Greenhouse; reached Greenhouse human verification/security code step. Chrome automation repeatedly became blocked by extension UI when entering code, so not counted submitted. Needs manual completion of security code on Uare.ai application."
70,closed,,Wanderlog (W19),New Grad: Full-Stack Software Engineer,high,Startup / venture-backed company,Backend / full-stack software,backend,"San Francisco, CA Remote",https://www.workatastartup.com/jobs/85459?utm_source=vansh,ng_applications/0070__Wanderlog_W19__New_Grad_Full-Stack_Software_Engineer,ng_applications/0070__Wanderlog_W19__New_Grad_Full-Stack_Software_Engineer/Yuanbo_Pang_Resume.pdf,Verified WorkAtAStartup URL; page returns Y Combinator File Not Found.
71,closed,,Wanderlog (W19),New Grad: Full-Stack Software Engineer,high,Startup / venture-backed company,Backend / full-stack software,backend,Remote,https://www.workatastartup.com/jobs/85460?utm_source=vansh,ng_applications/0071__Wanderlog_W19__New_Grad_Full-Stack_Software_Engineer,ng_applications/0071__Wanderlog_W19__New_Grad_Full-Stack_Software_Engineer/Yuanbo_Pang_Resume.pdf,Verified WorkAtAStartup URL; page returns Y Combinator File Not Found.
72,submitted,2026-06-06T22:50:05.268Z,WeRide,New Grads - General Software Engineer,high,Startup / venture-backed company,Backend / full-stack software,backend,"San Jose, CA",https://jobs.lever.co/weride/94562b95-f574-4a60-bfbf-0cafb5c8ea3d/apply?utm_source=Simplify&ref=Simplify,ng_applications/0072__WeRide__New_Grads_-_General_Software_Engineer,ng_applications/0072__WeRide__New_Grads_-_General_Software_Engineer/Yuanbo_Pang_Resume.pdf,User reported WeRide application was submitted manually; tracker updated accordingly.
73,submitted,2026-06-06T22:50:05.260Z,WeRide,New Grads - Software Engineer - Computer Vision,high,Startup / venture-backed company,AI/ML / applied AI,ai_ml,"San Jose, CA",https://jobs.lever.co/weride/d87ddf51-0def-436f-a178-135481b88f96/apply?utm_source=Simplify&ref=Simplify,ng_applications/0073__WeRide__New_Grads_-_Software_Engineer_-_Computer_Vision,ng_applications/0073__WeRide__New_Grads_-_Software_Engineer_-_Computer_Vision/Yuanbo_Pang_Resume.pdf,User reported WeRide Computer Vision application was submitted manually; tracker updated accordingly.
74,needs_captcha,,Wonderschool,Early Career Software Engineer - Applied AI,high,Startup / venture-backed company,AI/ML / applied AI,ai_ml,SF,https://job-boards.greenhouse.io/wonderschool/jobs/6359139003?utm_source=Simplify&ref=Simplify,ng_applications/0074__Wonderschool__Early_Career_Software_Engineer_-_Applied_AI,ng_applications/0074__Wonderschool__Early_Career_Software_Engineer_-_Applied_AI/Yuanbo_Pang_Resume.pdf,"Greenhouse application filled completely for Wonderschool Early Career Software Engineer - Applied AI, including resume, education, work auth yes, sponsorship no, onsite/customer/AI-tool answers, and EEO. After submit Chrome automation was blocked by Greenhouse/extension UI before confirmation could be verified; needs manual security-code/human-verification completion or recheck."
75,submitted,2026-06-07T00:41:14.092Z,Compa,Software Engineer - New Grad,high,Startup / venture-backed company,Backend / full-stack software,backend,Denver Office,https://jobs.ashbyhq.com/compa/ce7b36cc-3517-46c0-98fe-99924ab400da,ng_applications/0075__Compa__Software_Engineer_-_New_Grad,ng_applications/0075__Compa__Software_Engineer_-_New_Grad/Yuanbo_Pang_Resume.pdf,"Submitted Compa Software Engineer - New Grad via Ashby. Resume uploaded; location San Jose, CA; preference Hybrid San Francisco and willing to relocate; sponsorship required No; salary expectation 120000; EEO Male, Asian (Not Hispanic or Latino), not protected veteran. Success page reached."
76,submitted,2026-06-07T00:41:14.144Z,Compa,Software Engineer New Grad,high,Startup / venture-backed company,Backend / full-stack software,backend,"Denver, CO",https://jobs.ashbyhq.com/compa/ce7b36cc-3517-46c0-98fe-99924ab400da/application?utm_source=Simplify&ref=Simplify,ng_applications/0076__Compa__Software_Engineer_New_Grad,ng_applications/0076__Compa__Software_Engineer_New_Grad/Yuanbo_Pang_Resume.pdf,Duplicate of Compa Ashby posting rank 75 (same job id ce7b36cc-3517-46c0-98fe-99924ab400da); rank 75 submitted successfully.
77,submitted,2026-06-07,D3,Backend Engineer – New Grad,high,Startup / venture-backed company,Backend / full-stack software,backend,LA,https://d3.com/careers?gh_jid=4915295008&utm_source=Simplify&ref=Simplify,ng_applications/0077__D3__Backend_Engineer_New_Grad,ng_applications/0077__D3__Backend_Engineer_New_Grad/Yuanbo_Pang_Resume.pdf,User confirmed D3 submitted on 2026-06-07.
78,needs_recheck,,Nymbus,AI-First Software Engineer – Entry Level,high,Startup / small-to-mid company,AI/ML / applied AI,ai_ml,"Atlanta, GA",https://nymbus.com/careers?gh_jid=5785973004&utm_source=Simplify&ref=Simplify,ng_applications/0078__Nymbus__AI-First_Software_Engineer_Entry_Level,ng_applications/0078__Nymbus__AI-First_Software_Engineer_Entry_Level/Yuanbo_Pang_Resume.pdf,"Rechecked 2026-06-07: live embedded Greenhouse form, but Chrome extension could not trigger resume file chooser inside iframe after multiple attempts; not submitted."
79,submitted,2026-06-07,Perpay,Software Engineer – New Grad,high,Startup / small-to-mid company,Backend / full-stack software,backend,"Philadelphia, PA",https://job-boards.greenhouse.io/perpay/jobs/4034578007?utm_source=Simplify&ref=Simplify,ng_applications/0079__Perpay__Software_Engineer_New_Grad,ng_applications/0079__Perpay__Software_Engineer_New_Grad/Yuanbo_Pang_Resume.pdf,Retried Greenhouse application and reached confirmation page: Thank you for applying.
80,submitted,2026-06-07,Zettabyte,Software Engineer - New Grad,high,Startup / venture-backed company,Backend / full-stack software,backend,United States,https://jobs.ashbyhq.com/zettabyte-space/50a9c6dc-7225-4ff0-a914-69d1dd325d6a,ng_applications/0080__Zettabyte__Software_Engineer_-_New_Grad,ng_applications/0080__Zettabyte__Software_Engineer_-_New_Grad/Yuanbo_Pang_Resume.pdf,Submitted via Ashby on 2026-06-07. Confirmation page: Your application was successfully submitted.
81,closed,,21CS,Graduate Software Engineer,high,Startup / small-to-mid company,Backend / full-stack software,backend,"Morehead City, NC",https://recruiting.ultipro.com/VMS1002VMOO/JobBoard/3dde3e78-a60b-47af-93cf-ef6db6ed312b/OpportunityDetail?opportunityId=fa0772d7-fa49-4ce9-b7ae-de1a0da018eb&utm_source=vansh&ref=vansh,ng_applications/0081__21CS__Graduate_Software_Engineer,ng_applications/0081__21CS__Graduate_Software_Engineer/Yuanbo_Pang_Resume.pdf,"Checked Ultipro on 2026-06-07: opportunity page says ""This opportunity is currently not available."""
82,submitted,2026-06-07,Authorium,"Software Enginner, New Grad",medium,Startup / small-to-mid company,General software / IT,backend,San Francisco,https://jobright.ai/jobs/info/6a211547ca8f0b365d7a4cc8?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0082__Authorium__Software_Enginner_New_Grad,ng_applications/0082__Authorium__Software_Enginner_New_Grad/Yuanbo_Pang_Resume.pdf,Submitted via direct Ashby employer page on 2026-06-07. Confirmation: Your application was successfully submitted.
83,submitted,2026-06-07,InnoPhase IoT,Engineer - Embedded Software - new graduate,medium,Startup / small-to-mid company,Embedded / firmware / robotics / hardware-adjacent,embedded,"San Diego, California, United States",https://job-boards.greenhouse.io/innophaseiot/jobs/4682934006,ng_applications/0083__InnoPhase_IoT__Engineer_-_Embedded_Software_-_new_graduate,ng_applications/0083__InnoPhase_IoT__Engineer_-_Embedded_Software_-_new_graduate/Yuanbo_Pang_Resume.pdf,User reported submitted manually after email verification on 2026-06-07.
